"","Y","id","Organization.Name","ind_f_AdministrativeServices","ind_f_Advertising","ind_f_AgricultureandFarming","ind_f_Apps","ind_f_ArtificialIntelligence","ind_f_Biotechnology","ind_f_ClothingandApparel","ind_f_CommerceandShopping","ind_f_CommunityandLifestyle","ind_f_ConsumerElectronics","ind_f_ConsumerGoods","ind_f_ContentandPublishing","ind_f_DataandAnalytics","ind_f_Design","ind_f_Education","ind_f_Energy","ind_f_Events","ind_f_FinancialServices","ind_f_FoodandBeverage","ind_f_Gaming","ind_f_GovernmentandMilitary","ind_f_Hardware","ind_f_HealthCare","ind_f_InformationTechnology","ind_f_InternetServices","ind_f_Manufacturing","ind_f_MediaandEntertainment","ind_f_Mobile","ind_f_NA","ind_f_NaturalResources","ind_f_NavigationandMapping","ind_f_ProfessionalServices","ind_f_RealEstate","ind_f_SalesandMarketing","ind_f_ScienceandEngineering","ind_f_Software","ind_f_Sports","ind_f_Sustainability","ind_f_Transportation","ind_f_TravelandTourism","Latitude..generated.","Longitude..generated.","rev_.100Mto.500M","rev_.10B.","rev_.10Mto.50M","rev_.1Bto.10B","rev_.1Mto.10M","rev_.500Mto.1B","rev_.50Mto.100M","rev_Lessthan.1M","rev_NA","Days_Founded","nof_1","nof_2","nof_3","nof_4","nof_5","nof_6","nof_7","nof_8","nof_9","nof_NA","noe","noe_1.10","noe_10001.","noe_1001.5000","noe_101.250","noe_11.50","noe_251.500","noe_5001.10000","noe_501.1000","noe_51.100","noe_NA","Number_of_Funding_Rounds","category_.500Mto.1B","category_.100Mto.500M","category_.10Mto.50M","category_.1Bto.10B","category_.50Mto.100M","category_.1Mto.10M","category_Lessthan.1M","category_NA","category_1to5","category_5to10","category_10to15","category_15to20","category_20.","category_NA.1","IPO_Status_Delisted","IPO_Status_Private","IPO_Status_Public","Acquisition_Status_MadeAcquisitions","Acquisition_Status_WasAcquired","Acquisition_Status_NAs","Lead_Investors_1","Lead_Investors_2","Lead_Investors_3","Lead_Investors_4","Lead_Investors_5","Lead_Investors_6","Lead_Investors_7","Lead_Investors_8","Lead_Investors_9","Lead_Investors_NA","Funding_Status_Early.Stage.Venture","Funding_Status_IPO","Funding_Status_Late.Stage.Venture","Funding_Status_M.A","Funding_Status_Private.Equity","Funding_Status_Seed","Days_after_Last_Funding","Last_Funding_Amount","Last_Funding_Type_Angel","Last_Funding_Type_Convertible.Note","Last_Funding_Type_Corporate.Round","Last_Funding_Type_Debt.Financing","Last_Funding_Type_Equity.Crowdfunding","Last_Funding_Type_Grant","Last_Funding_Type_Initial.Coin.Offering","Last_Funding_Type_Non.equity.Assistance","Last_Funding_Type_Post.IPO.Debt","Last_Funding_Type_Post.IPO.Equity","Last_Funding_Type_Pre.Seed","Last_Funding_Type_Private.Equity","Last_Funding_Type_Product.Crowdfunding","Last_Funding_Type_Secondary.Market","Last_Funding_Type_Seed","Last_Funding_Type_Series.A","Last_Funding_Type_Series.B","Last_Funding_Type_Series.C","Last_Funding_Type_Series.D","Last_Funding_Type_Series.E","Last_Funding_Type_Series.F","Last_Funding_Type_Series.H","Last_Funding_Type_Undisclosed","Last_Funding_Type_Venture...Series.Unknown","Patents_0to10","Patents_10to100","Patents_100.","Patents_NA","Trademarks_0to10","Trademarks_10to100","Trademarks_100.","Trademarks_NA"
"29",1,29,"Zwift",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7775,-118.1885,"0","0","1","0","0","0","0","0",0,"2293",0,0,0,1,0,0,0,0,0,0,"101-250",0,0,0,1,0,0,0,0,0,0,8,"0","1","0","0","0","0","0",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,368,24659.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"30",1,30,"Relativity Space",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9617,-118.3531,"0","0","0","0","1","0","0","0",0,"1563",0,1,0,0,0,0,0,0,0,0,"101-250",0,0,0,1,0,0,0,0,0,0,4,"0","1","0","0","0","0","0",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,194,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"32",1,32,"Acorns",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6857,-117.826,"0","0","1","0","0","0","0","0",0,"2965",0,0,0,1,0,0,0,0,0,0,"251-500",0,0,0,0,0,1,0,0,0,0,12,"0","1","0","0","0","0","0",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,133,24659.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"35",1,35,"ICM Partners",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","1","0","0","0","0","0",0,"16538",0,0,0,0,0,0,0,0,0,1,"251-500",0,0,0,0,0,1,0,0,0,0,1,"0","1","0","0","0","0","0",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,150000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"39",1,39,"Albert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","0","0","1","0","0","0",0,"1624",0,1,0,0,0,0,0,0,0,0,"51-100",0,0,0,0,0,0,0,0,1,0,6,"0","0","0","0","1","0","0",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,128,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"43",1,43,"Criteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0888,-118.3793,"0","0","0","0","0","0","1","0",0,"5034",0,1,0,0,0,0,0,0,0,0,"51-100",0,0,0,0,0,0,0,0,1,0,2,"0","0","0","0","1","0","0",0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,56000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"47",1,47,"The Trade Desk",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2783,-119.2932,"1","0","0","0","0","0","0","0",0,"3846",0,1,0,0,0,0,0,0,0,0,"501-1000",0,0,0,0,0,0,0,1,0,0,7,"0","1","0","0","0","0","0",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1434,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"49",1,49,"StackCommerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.995,-118.4669,"0","0","0","0","0","0","0","1",0,"3389",1,0,0,0,0,0,0,0,0,0,"51-100",0,0,0,0,0,0,0,0,1,0,2,"0","0","0","0","0","0","1",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2819,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"54",1,54,"Rockley Photonics",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1476,-118.1445,"0","0","1","0","0","0","0","0",0,"2658",1,0,0,0,0,0,0,0,0,0,"101-250",0,0,0,1,0,0,0,0,0,0,4,"0","0","0","0","1","0","0",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31,24659.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"55",1,55,"Soylent",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","1","0","0","0","0","0",0,"3024",0,0,0,1,0,0,0,0,0,0,"Nov-50",0,0,0,0,1,0,0,0,0,0,5,"0","0","0","0","1","0","0",0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1074,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"60",1,60,"Penske Media Corporation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","1","0","0","0","0","0",0,"6311",1,0,0,0,0,0,0,0,0,0,"501-1000",0,0,0,0,0,0,0,1,0,0,1,"0","1","0","0","0","0","0",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,774,2e+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"64",1,64,"Whisper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.995,-118.4669,"0","0","0","0","1","0","0","0",0,"3024",0,1,0,0,0,0,0,0,0,0,"51-100",0,0,0,0,0,0,0,0,1,0,5,"0","0","0","0","1","0","0",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2134,24659.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"65",1,65,"Reformation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"1","0","0","0","0","0","0","0",0,"4119",1,0,0,0,0,0,0,0,0,0,"101-250",0,0,0,1,0,0,0,0,0,0,2,"0","0","1","0","0","0","0",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,850,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"66",1,66,"Jam City",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0211,-118.3965,"1","0","0","0","0","0","0","0",0,"3754",0,0,1,0,0,0,0,0,0,0,"251-500",0,0,0,0,0,1,0,0,0,0,4,"0","1","0","0","0","0","0",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,452,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"69",1,69,"Signal Sciences",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0211,-118.3965,"0","0","0","0","1","0","0","0",0,"2225",0,0,1,0,0,0,0,0,0,0,"101-250",0,0,0,1,0,0,0,0,0,0,4,"0","0","0","0","1","0","0",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,432,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"80",1,80,"The Boring Company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.0544,-118.2439,"1","0","0","0","0","0","0","0",0,"1212",1,0,0,0,0,0,0,0,0,0,"51-100",0,0,0,0,0,0,0,0,1,0,2,"0","1","0","0","0","0","0",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,262,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"82",1,82,"Welcome Technologies",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","0","0","0","0","0","1",0,"6676",0,1,0,0,0,0,0,0,0,0,"Nov-50",0,0,0,0,1,0,0,0,0,0,4,"0","0","0","0","0","1","0",0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"89",1,89,"Goop",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","1","0","0","0","0","0",0,"4485",1,0,0,0,0,0,0,0,0,0,"101-250",0,0,0,1,0,0,0,0,0,0,3,"0","0","0","0","1","0","0",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,746,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"92",1,92,"Deep 6 AI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1476,-118.1445,"0","0","0","0","1","0","0","0",0,"1928",0,1,0,0,0,0,0,0,0,0,"Nov-50",0,0,0,0,1,0,0,0,0,0,2,"0","0","1","0","0","0","0",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"95",1,95,"Conversion Logic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"0","0","1","0","0","0","0","0",0,"2293",0,0,1,0,0,0,0,0,0,0,"Nov-50",0,0,0,0,1,0,0,0,0,0,4,"0","0","1","0","0","0","0",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"97",1,97,"Drinks",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,"1","0","0","0","0","0","0","0",0,"2415",0,0,0,1,0,0,0,0,0,0,"51-100",0,0,0,0,0,0,0,0,1,0,3,"0","0","1","0","0","0","0",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,583,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"100",1,100,"Rubicon Project",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9728,-118.4276,"0","0","1","0","0","0","0","0",0,"4730",0,0,0,1,0,0,0,0,0,0,"251-500",0,0,0,0,0,1,0,0,0,0,7,"0","0","0","0","1","0","0",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3450,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"101",1,101,"The Flex Company",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.995,-118.4669,"0","0","0","0","1","0","0","0",0,"1716",0,0,1,0,0,0,0,0,0,0,"Nov-50",0,0,0,0,1,0,0,0,0,0,5,"0","0","0","0","0","1","0",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,544,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
